"(!) Don't forget to use the reference in your payment. Without the reference the processing of your payment can take more time!","(!) Ärge unustage kasutada viidet oma maksetes. Ilma viiteta võib teie makse töötlemine võtta rohkem aega!"
"Account holder: %1","Konto omanik: %1"
"Account number: %1","Konto number: %1"
"Amount: %1","Summa: %1"
"Amounts don't match. Possible fraud","Summad ei ühti. Võimalik pettus"
"API Details","API üksikasjad"
"API Key","NoPayn API võti"
"BIC: %1","BIC: %1"
"Branding","Kaubamärk"
"Bundle CA.cert file","Komplekteeri cURL ca.cert fail"
"Choose your bank:","Valige oma pank:"
"City: %1","Linn: %1"
"Credit Card","Krediitkaart"
"Debug requests","Silumispäringud"
"Debug","Silumine"
"Description","Kirjeldus"
"Enabled","Lubatud"
"Especially for Developers you can enable the Debug mode.","Eriti arendajatele saate lubada silumisrežiimi."
"You can limit the availability to specific IP adressess, for instance for testing purposes (example: 128.0.0.1, 255.255.255.255). If you leave this empty the payment method will be available to all IP addresses.","Saate piirata kättesaadavust konkreetsetele IP-aadressidele, näiteks testimise eesmärgil (näide: 128.0.0.1, 255.255.255.255). Kui jätate selle tühjaks, on makseviis kättesaadav kõigile IP-aadressidele."
"Fill in your API Key below.","Kopeerige oma veebikaupluse API võti oma kaupmehe portaalist."
"General","Üldine"
"Generate invoice upon succesfull transaction","Genereerige arve eduka tehingu korral"
"Generate invoice upon successful transaction","Genereerige arve eduka tehingu korral"
"Generate Invoice","Genereerige arve"
"IBAN: %1","IBAN: %1"
"Include Webhook URL with every order creation","Esitage automaatselt webhook URL iga genereeritud tellimusega NoPayn PSP API-le."
"NoPayn Order ID: %1","NoPayn tellimuse ID: %1"
"NoPayn processes the payments for","NoPayn töötleb makseid"
"NoPayn PSP - Mastercard, VISA, Maestro of V PAY","NoPayn PSP - Mastercard, VISA, Maestro või V PAY"
"NoPayn PSP - Settings","NoPayn PSP - Seaded"
"NoPayn PSP","NoPayn PSP"
"Invalid return from NoPayn.","Vigane tagastus NoPayn-ilt."
"Invalid return, missing order id.","Vigane tagastus, puudub tellimuse ID."
"IP Filtering","IP-aadress(id) testimiseks."
"Limit & Sorting","Riskiseaded ja sorteerimine"
"Live","Reaalajas"
"Minimum Order Total","Minimaalne tellimuse summa"
"New order email sent","Uue tellimuse e-kiri saadetud"
"No order found for transaction id %1","Tehingu ID-le %1 ei leitud tellimust"
"Notified customer about invoice #%1","Teavitatud klienti arvest #%1"
"Order not found","Tellimust ei leitud"
"OrderId not set","Tellimuse ID pole määratud"
"Payment Description","Makse kirjeldus"
"Payment failed with an error","Makse ebaõnnestus veaga"
"Payment from Applicable Countries","Luba makse kohaldatavatest riikidest"
"Payment from Specific Countries","Luba makse konkreetsetest riikidest"
"Payment instructions:","Makse juhised:"
"Payment is cancelled","Makse on tühistatud"
"Payment is completed","Makse on lõpetatud"
"Payment is pending","Makse on ootel"
"Place Order","Esita tellimus"
"Please use the following payment information:","Palun kasutage järgmist makseteavet:"
"Product","Toode"
"Reference: %1","Viide: %1"
"Resolves issue when curl.cacert path is not set in PHP.ini","Lahendab probleemi, kui curl.cacert tee pole PHP.ini-s määratud"
"Send Invoice Email","Saada arve e-kiri"
"Send order mail","Saada ostjale tellimuse kinnituse e-kiri"
"Set the notification for to Notify the customer with the Invoice","Saada oma kliendile arve e-kiri"
"Set the order status before the customer is redirected to Payment Gateway","Määra tellimuse olek enne kliendi suunamist makseväravasse"
"Set the order status for Completed Payments","Määra lõpetatud maksete tellimuse olek"
"Settings","Seaded"
"Something went wrong.","Midagi läks valesti."
"Sort Order","Sorteerimise järjekord"
"Status Pending","Olek Ootel"
"Status Processing","Olek Töötlemisel"
"Test API Key","Testi API võti"
"Test","Test"
"Thank you for your purchase!","Teie tellimus on edukalt esitatud. Täname teid tellimuse eest!"
"The order was canceled","Tellimus tühistati"
"There was an error checking the transaction status.","Tehingu oleku kontrollimisel ilmnes viga."
"There was a problem processing your payment because it expired. Please try again.","Teie makse töötlemisel tekkis probleem, kuna see aegus. Palun proovige uuesti."
"There was a problem processing your payment because it failed. Please try again.","Teie makse töötlemisel tekkis probleem, kuna see ebaõnnestus. Palun proovige uuesti."
"There was a problem processing your payment because it has been cancelled. Please try again.","Teie makse töötlemisel tekkis probleem, kuna see on tühistatud. Palun proovige uuesti."
"Title","Pealkiri"
"Transaction Error","Tehingu viga"
"Transaction not found","Tehingut ei leitud"
"Use %id% for order increment id","Kasutage %id% tellimuse suurendamise ID-na"
"Version","Versioon"
"Webhook URL","Webhook URL"
"When activated the debug file will be located in: var/log/gingerpay/debug.log","Kui silumisseaded on aktiveeritud, asub silumisfail: var/log/nopayn"
"Your order has been received. Thank you for your purchase! We will dispatch your order as soon as possible. For any questions, please contact our customer support.","Teie tellimus on vastu võetud. Täname teid ostu eest! Saadame teie tellimuse esimesel võimalusel. Küsimuste korral võtke ühendust meie klienditoega."
"Your order has been received.","Teie tellimus on vastu võetud."
"Your order %id% at %name%","Teie tellimus %id% poes %name%"
"API Key is not valid: NoPayn Online payment methods deactivated","API võti ei ole kehtiv: NoPayn maksemeetodid on deaktiveeritud"
"Refund is not completed.","Tagasimakse ei ole lõpetatud."
"Male","Mees"
"Female","Naine"
"Please select your gender","Palun valige oma sugu"
"Enter your date of birth","Sisestage oma sünnikuupäev"
"our shop","meie pood"
"Some payments will be missing. To use them, set %1 in Stores -> Configuration -> General -> Currency setup", "Mõned maksed puuduvad. Nende kasutamiseks määrake %1 Poed -> Konfiguratsioon -> Üldine -> Valuuta seadistus"
"Show Payment Logo's", "Näita makselogosid"
"Maximum Order Total", "Maksimaalne tellimuse summa"
"Set the order status for Authorized Payments", "Määra autoriseeritud maksete tellimuse olek"
"Status Authorized", "Olek Autoriseeritud"
"Manual Capture", "Käsitsi hõivamine"
"Enable to authorize payment first, then capture after invoice is sent", "Luba kõigepealt makse autoriseerimine, seejärel hõiva pärast arve saatmist"
"NoPayn helps entrepreneurs with the best, smartest and most efficient payment systems.","NoPayn aitab ettevõtjaid parimate, nutikate ja tõhusaimate maksesüsteemidega."
